f,r,x
23.977150,1229.00,-7029.61
24.002100,1134.83,-6873.11
24.027050,1048.25,-6716.19
24.052000,987.03,-6550.63
24.076950,940.65,-6412.96
24.101900,895.21,-6264.24
24.126850,854.33,-6130.81
24.151800,817.36,-6007.52
24.176750,779.25,-5874.94
24.201700,748.40,-5767.87
24.226650,716.61,-5649.92
24.251600,686.83,-5538.86
24.276550,662.17,-5447.24
24.301500,637.09,-5348.83
24.326450,613.16,-5256.19
24.351400,591.86,-5172.72
24.376350,572.39,-5089.20
24.401300,554.59,-5012.43
24.426250,534.59,-4930.26
24.451200,517.07,-4856.55
24.476150,502.07,-4788.54
24.501100,486.16,-4714.67
24.526050,471.81,-4650.54
24.551000,460.16,-4594.42
24.575950,446.25,-4529.23
24.600900,434.00,-4471.37
24.625850,421.07,-4408.17
24.650800,410.84,-4357.88
24.675750,400.61,-4304.66
24.700700,390.46,-4253.64
24.725650,380.60,-4204.64
24.750600,371.30,-4153.25
24.775550,363.67,-4113.52
24.800500,354.35,-4065.57
24.825450,346.93,-4020.12
24.850400,337.99,-3973.78
24.875350,331.19,-3936.79
24.900300,324.27,-3896.28
24.925250,316.39,-3849.75
24.950200,311.31,-3819.59
24.975150,303.90,-3776.82
25.000100,297.78,-3739.80
25.025050,291.15,-3700.20
25.050000,286.25,-3669.67
25.074950,280.08,-3631.86
25.099900,275.30,-3602.72
25.124850,269.72,-3567.07
25.149800,265.03,-3536.84
25.174750,259.93,-3504.54
25.199700,255.40,-3474.87
25.224650,250.74,-3443.17
25.249600,246.23,-3414.64
25.274550,242.42,-3388.10
25.299500,238.02,-3358.39
25.324450,234.30,-3334.15
25.349400,230.25,-3306.16
25.374350,226.47,-3279.21
25.399300,222.58,-3252.52
25.424250,218.88,-3227.67
25.449200,215.47,-3202.19
25.474150,212.06,-3177.86
25.499100,208.57,-3153.93
25.524050,205.37,-3128.09
25.549000,202.48,-3106.84
25.573950,198.92,-3080.68
25.598900,196.29,-3061.86
25.623850,193.28,-3038.77
25.648800,190.27,-3015.85
25.673750,186.98,-2991.65
25.698700,184.68,-2970.39
25.723650,181.84,-2949.01
25.748600,179.10,-2927.33
25.773550,176.27,-2905.40
25.798500,173.88,-2885.69
25.823450,171.02,-2862.78
25.848400,169.03,-2846.26
25.873350,166.59,-2825.32
25.898300,164.37,-2805.95
25.923250,162.01,-2785.51
25.948200,159.99,-2767.85
25.973150,157.97,-2749.93
25.998100,155.70,-2729.73
26.023050,153.96,-2714.29
26.048000,152.23,-2698.72
26.072950,150.24,-2680.58
26.097900,148.39,-2663.78
26.122850,146.35,-2645.07
26.147800,144.66,-2629.40
26.172750,142.94,-2613.30
26.197700,141.26,-2597.83
26.222650,139.48,-2581.05
26.247600,137.90,-2565.97
26.272550,136.31,-2550.86
26.297500,134.63,-2534.84
26.322450,133.17,-2520.84
26.347400,131.60,-2505.47
26.372350,130.05,-2490.24
26.397300,128.56,-2475.80
26.422250,127.12,-2461.33
26.447200,125.75,-2447.78
26.472150,124.43,-2434.66
26.497100,123.17,-2421.91
26.522050,121.60,-2405.98
26.547000,120.31,-2392.75
26.571950,118.97,-2379.11
26.596900,117.55,-2364.31
26.621850,116.49,-2353.48
26.646800,115.13,-2339.28
26.671750,113.80,-2325.26
26.696700,112.68,-2313.42
26.721650,111.48,-2300.77
26.746600,110.28,-2287.85
26.771550,108.97,-2273.67
26.796500,107.96,-2262.95
26.821450,106.70,-2249.20
26.846400,105.60,-2237.17
26.871350,104.58,-2225.98
26.896300,103.48,-2213.77
26.921250,102.35,-2201.35
26.946200,101.36,-2190.17
26.971150,100.32,-2178.36
26.996100,99.16,-2165.40
27.021050,98.33,-2156.05
27.046000,97.24,-2143.68
27.070950,96.35,-2133.37
27.095900,95.26,-2120.82
27.120850,94.37,-2110.66
27.145800,93.29,-2098.04
27.170750,92.44,-2088.23
27.195700,91.50,-2077.08
27.220650,90.54,-2065.72
27.245600,89.74,-2056.22
27.270550,88.83,-2045.30
27.295500,87.93,-2034.50
27.320450,86.99,-2022.97
27.345400,86.12,-2012.63
27.370350,85.35,-2003.13
27.395300,84.54,-1993.26
27.420250,83.65,-1982.23
27.445200,82.92,-1973.28
27.470150,81.98,-1961.55
27.495100,81.20,-1951.83
27.520050,80.43,-1942.04
27.545000,79.68,-1932.63
27.569950,78.92,-1922.76
27.594900,78.19,-1913.69
27.619850,77.43,-1903.83
27.644800,76.64,-1893.59
27.669750,75.96,-1884.87
27.694700,75.20,-1874.87
27.719650,74.44,-1864.97
27.744600,73.76,-1856.02
27.769550,73.13,-1847.73
27.794500,72.36,-1837.52
27.819450,71.64,-1827.78
27.844400,70.97,-1818.74
27.869350,70.32,-1809.95
27.894300,69.64,-1800.74
27.919250,68.97,-1791.64
27.944200,68.36,-1783.28
27.969150,67.69,-1774.02
27.994100,67.08,-1765.60
28.019050,66.33,-1755.12
28.044000,65.77,-1747.21
28.068950,65.17,-1738.78
28.093900,64.51,-1729.49
28.118850,63.93,-1721.13
28.143800,63.31,-1712.23
28.168750,62.69,-1703.41
28.193700,62.12,-1695.06
28.218650,61.52,-1686.47
28.243600,60.94,-1677.76
28.268550,60.33,-1668.99
28.293500,59.77,-1660.68
28.318450,59.22,-1652.52
28.343400,58.65,-1644.01
28.368350,58.10,-1635.80
28.393300,57.56,-1627.67
28.418250,56.99,-1618.89
28.443200,56.46,-1610.91
28.468150,55.94,-1602.88
28.493100,55.38,-1594.35
28.518050,54.89,-1586.71
28.543000,54.33,-1577.97
28.567950,53.81,-1569.91
28.592900,53.32,-1562.38
28.617850,52.79,-1553.82
28.642800,52.30,-1546.03
28.667750,51.83,-1538.60
28.692700,51.33,-1530.56
28.717650,50.85,-1522.79
28.742600,50.35,-1514.82
28.767550,49.86,-1506.79
28.792500,49.39,-1499.06
28.817450,48.92,-1491.32
28.842400,48.43,-1483.19
28.867350,47.97,-1475.52
28.892300,47.51,-1467.85
28.917250,47.03,-1459.78
28.942200,46.62,-1452.89
28.967150,46.17,-1445.12
28.992100,45.69,-1436.93
29.017050,45.25,-1429.40
29.042000,44.81,-1421.71
29.066950,44.42,-1414.96
29.091900,43.94,-1406.68
29.116850,43.54,-1399.51
29.141800,43.12,-1392.09
29.166750,42.66,-1383.95
29.191700,42.23,-1376.31
29.216650,41.85,-1369.44
29.241600,41.41,-1361.59
29.266550,41.01,-1354.26
29.291500,40.62,-1347.10
29.316450,40.21,-1339.50
29.341400,39.79,-1331.86
29.366350,39.39,-1324.34
29.391300,39.00,-1317.11
29.416250,38.64,-1310.41
29.441200,38.25,-1302.85
29.466150,37.85,-1295.37
29.491100,37.46,-1287.84
29.516050,37.08,-1280.63
29.541000,36.71,-1273.39
29.565950,36.33,-1266.00
29.590900,35.96,-1258.90
29.615850,35.60,-1251.76
29.640800,35.23,-1244.33
29.665750,34.88,-1237.32
29.690700,34.51,-1230.04
29.715650,34.14,-1222.46
29.740600,33.81,-1215.90
29.765550,33.47,-1208.83
29.790500,33.15,-1202.14
29.815450,32.78,-1194.67
29.840400,32.44,-1187.51
29.865350,32.10,-1180.01
29.890300,31.78,-1173.17
29.915250,31.45,-1166.24
29.940200,31.12,-1158.84
29.965150,30.85,-1152.20
29.990100,30.51,-1144.97
30.015050,30.18,-1138.06
30.040000,29.87,-1130.83
30.064950,29.59,-1124.04
30.089900,29.27,-1117.10
30.114850,28.95,-1109.79
30.139800,28.69,-1103.09
30.164750,28.35,-1095.69
30.189700,28.05,-1089.02
30.214650,27.77,-1081.97
30.239600,27.47,-1074.90
30.264550,27.19,-1068.28
30.289500,26.92,-1061.38
30.314450,26.67,-1054.80
30.339400,26.35,-1047.63
30.364350,26.07,-1040.57
30.389300,25.81,-1033.67
30.414250,25.52,-1026.73
30.439200,25.25,-1019.86
30.464150,24.99,-1013.12
30.489100,24.71,-1006.16
30.514050,24.46,-999.87
30.539000,24.18,-992.96
30.563950,23.96,-986.12
30.588900,23.67,-979.01
30.613850,23.41,-972.09
30.638800,23.16,-965.26
30.663750,22.91,-958.67
30.688700,22.67,-952.03
30.713650,22.43,-945.44
30.738600,22.15,-938.23
30.763550,21.90,-931.79
30.788500,21.66,-924.31
30.813450,21.45,-917.75
30.838400,21.20,-910.91
30.863350,20.96,-904.22
30.888300,20.73,-897.65
30.913250,20.48,-890.80
30.938200,20.26,-883.97
30.963150,20.01,-877.04
30.988100,19.81,-870.52
31.013050,19.56,-863.27
31.038000,19.36,-856.54
31.062950,19.12,-849.78
31.087900,18.90,-843.09
31.112850,18.69,-836.26
31.137800,18.46,-829.18
31.162750,18.25,-822.64
31.187700,18.02,-815.73
31.212650,17.84,-809.17
31.237600,17.63,-802.40
31.262550,17.40,-795.53
31.287500,17.21,-788.66
31.312450,17.01,-781.99
31.337400,16.80,-775.15
31.362350,16.61,-768.24
31.387300,16.41,-761.47
31.412250,16.21,-754.70
31.437200,16.01,-747.77
31.462150,15.83,-740.93
31.487100,15.62,-734.02
31.512050,15.46,-727.34
31.537000,15.26,-720.29
31.561950,15.08,-713.57
31.586900,14.88,-706.55
31.611850,14.70,-699.76
31.636800,14.53,-693.05
31.661750,14.36,-686.29
31.686700,14.18,-679.35
31.711650,14.00,-672.33
31.736600,13.84,-665.61
31.761550,13.65,-658.77
31.786500,13.50,-651.72
31.811450,13.31,-644.67
31.836400,13.16,-637.84
31.861350,12.98,-631.03
31.886300,12.84,-624.21
31.911250,12.67,-617.18
31.936200,12.53,-610.34
31.961150,12.35,-603.32
31.986100,12.21,-596.28
32.011050,12.05,-589.33
32.036000,11.90,-582.50
32.060950,11.76,-575.49
32.085900,11.61,-568.42
32.110850,11.46,-561.44
32.135800,11.32,-554.45
32.160750,11.18,-547.37
32.185700,11.06,-540.53
32.210650,10.92,-533.34
32.235600,10.93,-526.23
32.260550,11.00,-519.16
32.285500,11.10,-512.12
32.310450,11.23,-505.04
32.335400,11.42,-497.90
32.360350,11.47,-490.88
32.385300,11.48,-483.58
32.410250,11.65,-476.46
32.435200,11.76,-469.31
32.460150,11.90,-462.15
32.485100,12.03,-455.02
32.510050,12.20,-447.85
32.535000,12.32,-440.60
32.559950,12.35,-433.32
32.584900,12.48,-426.16
32.609850,12.64,-418.94
32.634800,12.79,-411.64
32.659750,12.89,-404.36
32.684700,12.92,-397.11
32.709650,13.10,-389.76
32.734600,13.22,-382.46
32.759550,13.24,-375.01
32.784500,13.42,-367.68
32.809450,13.41,-360.25
32.834400,13.55,-352.93
32.859350,13.73,-345.50
32.884300,13.78,-338.08
32.909250,13.80,-330.68
32.934200,13.96,-323.17
32.959150,14.05,-315.66
32.984100,14.15,-308.15
33.009050,14.25,-300.62
33.034000,14.27,-293.07
33.058950,14.45,-285.56
33.083900,14.47,-277.98
33.108850,14.57,-270.41
33.133800,14.70,-262.83
33.158750,14.76,-255.15
33.183700,14.87,-247.50
33.208650,14.89,-239.85
33.233600,14.94,-232.09
33.258550,15.06,-224.38
33.283500,15.13,-216.65
33.308450,15.18,-208.90
33.333400,15.26,-201.13
33.358350,15.35,-193.25
33.383300,15.40,-185.41
33.408250,15.45,-177.55
33.433200,15.54,-169.69
33.458150,15.59,-161.81
33.483100,15.64,-153.84
33.508050,15.74,-145.90
33.533000,15.81,-137.90
33.557952,15.81,-129.81
33.582900,15.88,-121.78
33.607848,15.95,-113.69
33.632800,15.94,-105.57
33.657752,15.99,-97.47
33.682700,16.06,-89.28
33.707648,16.06,-81.10
33.732600,16.09,-72.90
33.757552,16.17,-64.68
33.782500,16.17,-56.41
33.807448,16.21,-48.12
33.832400,16.23,-39.81
33.857352,16.24,-31.47
33.882300,16.23,-23.13
33.907248,16.22,-14.73
33.932200,16.29,-6.29
33.957152,16.30,2.18
33.982100,16.31,10.63
34.007048,16.30,19.16
34.032000,16.33,27.69
34.056952,16.37,36.26
34.081900,16.36,44.90
34.106848,16.37,53.56
34.131800,16.38,62.20
34.156752,16.42,70.89
34.181700,16.43,79.66
34.206648,16.42,88.43
34.231600,16.48,97.18
34.256552,16.48,106.02
34.281500,16.50,114.83
34.306448,16.52,123.76
34.331400,16.54,132.72
34.356352,16.61,141.67
34.381300,16.65,150.66
34.406248,16.66,159.69
34.431200,16.70,168.80
34.456152,16.67,177.89
34.481100,16.77,187.10
34.506048,16.76,196.32
34.531000,16.89,205.56
34.555952,16.93,214.84
34.580900,16.98,224.17
34.605848,17.03,233.54
34.630800,17.00,242.95
34.655752,17.07,252.44
34.680700,17.09,262.04
34.705648,17.12,271.57
34.730600,17.19,281.22
34.755552,17.26,290.91
34.780500,17.25,300.57
34.805448,17.34,310.34
34.830400,17.35,320.14
34.855352,17.45,330.09
34.880300,17.44,339.89
34.905248,17.59,349.94
34.930200,17.62,360.00
34.955152,17.71,370.10
34.980100,17.73,380.26
35.005048,17.80,390.48
35.030000,17.83,400.71
35.054952,17.93,410.93
35.079900,17.95,421.27
35.104848,18.00,431.74
35.129800,18.01,442.26
35.154752,18.08,452.82
35.179700,18.24,463.48
35.204648,18.20,474.07
35.229600,18.29,484.91
35.254552,18.39,495.58
35.279500,18.35,506.45
35.304448,18.52,517.40
35.329400,18.59,528.47
35.354352,18.69,539.47
35.379300,18.78,550.67
35.404248,18.80,561.87
35.429200,18.87,573.19
35.454152,18.94,584.53
35.479100,18.98,595.76
35.504048,19.15,607.48
35.529000,19.14,618.88
35.553952,19.27,630.77
35.578900,19.32,642.46
35.603848,19.55,654.33
35.628800,19.36,666.22
35.653752,19.61,677.98
35.678700,19.82,690.05
35.703648,19.66,701.97
35.728600,19.77,714.54
35.753552,19.82,726.71
35.778500,19.99,738.98
35.803448,20.03,751.39
35.828400,19.96,764.06
35.853352,20.12,776.46
35.878300,20.49,789.43
35.903248,20.26,802.19
35.928200,20.24,814.95
35.953152,20.70,828.35
35.978100,20.57,841.24
36.003048,20.93,854.80
36.028000,21.37,867.93
36.052952,21.86,881.42
36.077900,22.33,894.82
36.102848,22.87,908.77
36.127800,23.38,922.42
36.152752,23.89,936.01
36.177700,24.43,950.30
36.202648,24.99,963.81
36.227600,25.56,978.07
36.252552,26.13,992.38
36.277500,26.71,1006.89
36.302448,27.27,1020.96
36.327400,27.94,1035.93
36.352352,28.54,1050.81
36.377300,29.18,1065.59
36.402248,29.85,1080.59
36.427200,30.53,1096.18
36.452152,31.23,1111.45
36.477100,31.96,1126.81
36.502048,32.66,1142.21
36.527000,33.40,1158.48
36.551952,34.14,1173.80
36.576900,34.94,1190.18
36.601848,35.71,1206.24
36.626800,36.54,1222.42
36.651752,37.40,1239.35
36.676700,38.19,1255.23
36.701648,39.07,1272.03
36.726600,39.97,1289.36
36.751552,40.87,1306.10
36.776500,41.79,1323.29
36.801448,42.80,1340.89
36.826400,43.67,1358.46
36.851352,44.69,1375.78
36.876300,45.75,1393.99
36.901248,46.74,1411.69
36.926200,47.89,1430.94
36.951152,48.94,1448.69
36.976100,50.10,1468.06
37.001048,51.23,1486.55
37.026000,52.34,1505.04
37.050952,53.50,1523.99
37.075900,54.75,1544.07
37.100848,56.01,1563.67
37.125800,57.38,1583.27
37.150752,58.57,1603.15
37.175700,59.93,1622.60
37.200648,61.31,1643.48
37.225600,62.76,1665.11
37.250552,64.25,1686.22
37.275500,65.68,1706.52
37.300448,67.12,1727.05
37.325400,68.73,1749.73
37.350352,70.29,1770.53
37.375300,71.90,1793.35
37.400248,73.57,1815.83
37.425200,75.23,1837.83
37.450152,76.99,1860.96
37.475100,78.71,1883.02
37.500048,80.66,1908.17
37.525000,82.54,1931.91
37.549952,84.43,1955.25
37.574900,86.36,1979.78
37.599848,88.40,2004.67
37.624800,90.58,2029.89
37.649752,92.65,2055.18
37.674700,94.71,2079.98
37.699648,96.80,2105.44
37.724600,99.49,2132.82
37.749552,101.66,2159.73
37.774500,104.23,2187.54
37.799448,106.71,2215.19
37.824400,109.09,2240.38
37.849352,112.00,2271.54
37.874300,114.60,2299.44
37.899248,117.36,2327.51
37.924200,120.12,2358.19
37.949152,123.10,2388.14
37.974100,126.12,2417.76
37.999048,128.91,2445.50
38.024000,132.39,2479.23
38.048952,135.37,2509.40
38.073900,138.75,2542.36
38.098848,142.54,2576.72
38.123800,145.70,2607.58
38.148752,149.41,2641.95
38.173700,153.31,2676.47
38.198648,157.06,2711.22
38.223600,161.17,2747.20
38.248552,165.49,2784.19
38.273500,169.70,2819.96
38.298448,174.06,2857.60
38.323400,178.26,2893.26
38.348352,182.82,2930.78
38.373300,187.77,2971.59
38.398248,192.15,3007.47
38.423200,197.48,3049.14
38.448152,202.96,3093.05
38.473100,207.69,3131.43
38.498048,213.46,3175.50
38.523000,219.43,3220.90
38.547952,225.70,3265.69
38.572900,231.41,3308.48
38.597848,238.11,3357.26
38.622800,244.87,3404.45
38.647752,251.16,3450.83
38.672700,258.62,3503.74
38.697648,265.85,3550.05
38.722600,273.44,3602.41
38.747552,282.08,3660.00
38.772500,288.47,3703.18
38.797448,297.08,3757.51
38.822400,305.74,3811.48
38.847352,315.33,3873.02
38.872300,325.19,3934.30
38.897248,333.75,3984.95
38.922200,345.36,4056.09
38.947152,355.75,4115.90
38.972100,367.24,4180.83
38.997048,377.35,4241.71
39.022000,391.01,4318.44
39.046952,402.03,4376.15
39.071900,415.25,4449.96
39.096848,428.12,4518.72
39.121800,444.44,4604.62
39.146752,458.19,4673.90
39.171700,473.64,4752.61
39.196648,489.96,4834.21
39.221600,505.34,4911.30
39.246552,522.68,4994.36
39.271500,541.41,5084.36
39.296448,559.50,5165.34
39.321400,582.55,5269.37
39.346352,603.59,5364.23
39.371300,624.05,5456.61
39.396248,647.64,5555.77
39.421200,674.78,5668.13
39.446152,698.98,5772.38
39.471100,729.66,5893.38
39.496048,752.59,5984.34
39.521000,783.84,6105.48
39.545952,815.60,6230.80
39.570900,849.48,6352.50
39.595848,884.71,6482.15
39.620800,922.10,6614.07
39.645752,962.79,6757.67
39.670700,1010.44,6917.08
39.695648,1052.53,7058.50
39.720600,1099.77,7213.37
39.745552,1152.54,7378.54
39.770500,1206.94,7549.15
39.795448,1269.10,7732.07
39.820400,1326.99,7905.60
39.845352,1397.23,8107.58
39.870300,1469.63,8308.01
39.895248,1545.33,8512.21
39.920200,1622.66,8709.48
39.945152,1713.68,8943.22
39.970100,1811.09,9187.53
39.995048,1913.43,9431.75
40.020000,2036.55,9714.95
40.044952,2160.00,9990.91
40.069900,2281.38,10000.00
40.094848,2455.93,10000.00
40.119800,2603.23,10000.00
40.144752,2771.73,10000.00
40.169700,2972.15,10000.00
40.194648,3196.80,10000.00
40.219600,3409.88,10000.00
40.244552,3710.29,10000.00
40.269500,3987.39,10000.00
40.294448,4305.96,10000.00
40.319400,4700.18,10000.00
40.344352,5126.10,10000.00
40.369300,5542.35,10000.00
40.394248,6048.17,10000.00
40.419200,6717.74,10000.00
40.444152,7334.85,10000.00
40.469100,8175.71,10000.00
40.494048,9092.15,10000.00
40.519000,10000.00,10000.00
40.543952,10000.00,10000.00
40.568900,10000.00,10000.00
40.593848,10000.00,10000.00
40.618800,10000.00,10000.00
40.643752,10000.00,10000.00
40.668700,10000.00,10000.00
40.693648,10000.00,10000.00
40.718600,10000.00,10000.00
40.743552,10000.00,10000.00
40.768500,10000.00,10000.00
40.793448,10000.00,10000.00
40.818400,10000.00,10000.00
40.843352,10000.00,6905.73
40.868300,10000.00,1143.67
40.893248,10000.00,-5242.01
40.918200,10000.00,-10000.00
40.943152,10000.00,-10000.00
40.968100,10000.00,-10000.00
40.993048,10000.00,-10000.00
41.018000,10000.00,-10000.00
41.042952,10000.00,-10000.00
41.067900,10000.00,-10000.00
41.092848,10000.00,-10000.00
41.117800,10000.00,-10000.00
41.142752,10000.00,-10000.00
41.167700,10000.00,-10000.00
41.192648,10000.00,-10000.00
41.217600,10000.00,-10000.00
41.242552,9459.90,-10000.00
41.267500,8496.64,-10000.00
41.292448,7717.36,-10000.00
41.317400,7016.11,-10000.00
41.342352,6406.00,-10000.00
41.367300,5761.40,-10000.00
41.392248,5239.81,-10000.00
41.417200,4927.35,-10000.00
41.442152,4506.04,-10000.00
41.467100,4212.88,-10000.00
41.492048,3912.82,-10000.00
41.517000,3618.82,-10000.00
41.541952,3351.33,-10000.00
41.566900,3112.90,-10000.00
41.591848,2921.53,-10000.00
41.616800,2754.76,-10000.00
41.641752,2603.48,-10000.00
41.666700,2424.02,-10000.00
41.691648,2287.47,-9904.69
41.716600,2162.72,-9624.90
41.741552,2039.25,-9353.18
41.766500,1941.50,-9115.42
41.791448,1838.53,-8872.54
41.816400,1743.26,-8623.88
41.841352,1688.32,-8381.32
41.866300,1655.67,-8171.22
41.891248,1623.58,-7964.37
41.916200,1591.03,-7754.76
41.941152,1542.49,-7546.78
41.966100,1520.72,-7324.33
41.991048,1465.01,-7170.18
42.016000,1462.55,-7004.96
42.040952,1436.99,-6826.37
42.065900,1404.73,-6664.45
42.090848,1375.90,-6518.90
42.115800,1351.77,-6351.17
42.140752,1333.07,-6195.81
42.165700,1312.21,-6069.11
42.190648,1297.80,-5943.49
42.215600,1294.17,-5817.15
42.240552,1270.66,-5682.37
42.265500,1253.63,-5554.78
42.290448,1226.46,-5429.33
42.315400,1230.83,-5320.30
42.340352,1215.91,-5208.76
42.365300,1194.78,-5094.68
42.390248,1189.86,-4985.18
42.415200,1177.45,-4880.27
42.440152,1172.09,-4791.26
42.465100,1151.97,-4685.46
42.490048,1148.78,-4586.09
42.515000,1141.01,-4491.89
42.539952,1129.94,-4402.93
42.564900,1118.35,-4309.46
42.589848,1108.21,-4227.57
42.614800,1107.31,-4140.08
42.639752,1107.89,-4058.13
42.664700,1092.18,-3976.35
42.689648,1087.71,-3892.13
42.714600,1087.74,-3821.74
42.739552,1082.09,-3742.55
42.764500,1078.32,-3666.69
42.789448,1073.80,-3595.80
42.814400,1070.49,-3530.09
42.839352,1065.09,-3452.07
42.864300,1065.37,-3381.68
42.889248,1056.69,-3308.90
42.914200,1050.48,-3240.58
42.939152,1050.62,-3171.69
42.964100,1054.16,-3104.83
42.989048,1049.10,-3044.74
43.014000,1053.38,-2984.07
43.038952,1046.00,-2912.21
43.063900,1047.53,-2848.72
43.088848,1047.62,-2788.68
43.113800,1049.76,-2729.17
43.138752,1052.72,-2666.16
43.163700,1049.08,-2605.86
43.188648,1047.54,-2548.52
43.213600,1051.03,-2484.87
43.238552,1053.17,-2426.35
43.263500,1060.88,-2370.51
43.288448,1057.00,-2312.48
43.313400,1061.41,-2254.48
43.338352,1062.60,-2198.80
43.363300,1070.20,-2142.30
43.388248,1072.34,-2086.23
43.413200,1076.41,-2030.17
43.438152,1081.95,-1975.70
43.463100,1091.03,-1921.43
43.488048,1091.42,-1865.06
43.513000,1098.55,-1812.02
43.537952,1107.35,-1756.45
43.562900,1111.20,-1703.98
43.587848,1119.01,-1652.09
43.612800,1127.20,-1595.50
43.637752,1137.05,-1541.79
43.662700,1143.63,-1489.11
43.687648,1151.05,-1434.86
43.712600,1160.63,-1379.15
43.737552,1171.76,-1330.45
43.762500,1185.13,-1271.70
43.787448,1189.28,-1219.34
43.812400,1200.07,-1163.22
43.837352,1209.56,-1110.04
43.862300,1220.09,-1059.48
43.887248,1230.31,-1004.63
43.912200,1243.51,-947.20
43.937152,1254.40,-893.06
43.962100,1265.42,-839.17
43.987048,1277.66,-784.70
44.012000,1291.43,-727.53
44.036952,1303.64,-676.68
44.061900,1316.99,-617.86
44.086848,1334.53,-566.51
44.111800,1351.49,-510.35
44.136752,1360.30,-450.41
44.161700,1379.80,-398.13
44.186648,1393.70,-342.04
44.211600,1405.97,-280.76
44.236552,1430.41,-225.94
44.261500,1439.78,-166.07
44.286448,1458.82,-110.96
44.311400,1481.11,-54.23
44.336352,1501.22,6.05
44.361300,1516.77,65.06
44.386248,1535.02,125.96
44.411200,1558.46,186.71
44.436152,1577.50,248.76
44.461100,1600.02,312.14
44.486048,1630.13,375.40
44.511000,1647.20,438.28
44.535952,1675.26,502.25
44.560900,1699.27,569.45
44.585848,1732.67,638.80
44.610800,1760.09,706.47
44.635752,1786.30,773.70
44.660700,1820.78,845.12
44.685648,1853.22,913.84
44.710600,1890.98,989.11
44.735552,1919.71,1057.19
44.760500,1958.37,1130.99
44.785448,2002.10,1217.65
44.810400,2037.92,1284.03
44.835352,2078.45,1363.95
44.860300,2120.04,1442.83
44.885248,2179.13,1529.90
44.910200,2219.62,1606.55
44.935152,2279.50,1692.68
44.960100,2334.44,1779.45
44.985048,2390.35,1863.19
45.010000,2434.07,1964.60
45.034952,2499.54,2037.58
45.059900,2572.21,2138.99
45.084848,2647.16,2237.12
45.109800,2712.58,2321.47
45.134752,2795.34,2431.01
45.159700,2864.75,2520.81
45.184648,2956.59,2613.81
45.209600,3057.44,2733.93
45.234552,3147.14,2849.17
45.259500,3241.06,2944.14
45.284448,3355.26,3062.20
45.309400,3455.24,3199.73
45.334352,3587.77,3310.74
45.359300,3717.12,3408.54
45.384248,3847.98,3533.03
45.409200,3986.21,3661.55
45.434152,4129.44,3776.18
45.459100,4282.21,3908.30
45.484048,4454.16,4051.04
45.509000,4642.89,4174.51
45.533952,4826.98,4289.84
45.558900,5020.11,4410.87
45.583848,5231.22,4581.27
45.608800,5473.28,4707.15
45.633752,5718.51,4795.22
45.658700,6004.03,4937.85
45.683648,6277.87,5084.38
45.708600,6549.16,5178.26
45.733552,6848.56,5356.91
45.758500,7221.28,5407.00
45.783448,7552.90,5552.55
45.808400,7954.81,5613.57
45.833352,8416.15,5730.20
45.858300,8817.17,5771.08
45.883248,9288.55,5840.93
45.908200,9798.72,5885.32
45.933152,10000.00,5814.44
45.958100,10000.00,5843.22
45.983048,10000.00,5793.45
46.008000,10000.00,5602.23
46.032952,10000.00,5514.02
46.057900,10000.00,5220.00
46.082848,10000.00,4933.24
46.107800,10000.00,4597.58
46.132752,10000.00,4140.54
46.157700,10000.00,3584.73
46.182648,10000.00,2895.41
46.207600,10000.00,2335.69
46.232552,10000.00,1474.34
46.257500,10000.00,688.39
46.282448,10000.00,-333.42
46.307400,10000.00,-1412.47
46.332352,10000.00,-2575.46
46.357300,10000.00,-3843.24
46.382248,10000.00,-4812.10
46.407200,10000.00,-6043.61
46.432152,10000.00,-7087.86
46.457100,10000.00,-8242.80
46.482048,10000.00,-9131.38
46.507000,10000.00,-9881.78
46.531952,10000.00,-10000.00
46.556900,10000.00,-10000.00
46.581848,10000.00,-10000.00
46.606800,10000.00,-10000.00
46.631752,10000.00,-10000.00
46.656700,10000.00,-10000.00
46.681648,10000.00,-10000.00
46.706600,10000.00,-10000.00
46.731552,10000.00,-10000.00
46.756500,9954.81,-10000.00
46.781448,9214.06,-10000.00
46.806400,8636.21,-10000.00
46.831352,8119.27,-10000.00
46.856300,7552.19,-10000.00
46.881248,7230.10,-10000.00
46.906200,6677.43,-10000.00
46.931152,6255.12,-10000.00
46.956100,5902.48,-10000.00
46.981048,5573.16,-10000.00
47.006000,5192.35,-10000.00
47.030952,4877.09,-10000.00
47.055900,4626.08,-10000.00
47.080848,4295.93,-10000.00
47.105800,4129.34,-10000.00
47.130752,3897.66,-10000.00
47.155700,3629.17,-10000.00
47.180648,3445.42,-10000.00
47.205600,3262.41,-10000.00
47.230552,3120.58,-10000.00
47.255500,2947.28,-10000.00
47.280448,2811.39,-10000.00
47.305400,2685.54,-10000.00
47.330352,2518.08,-9857.54
47.355300,2417.70,-9742.19
47.380248,2308.86,-9605.42
47.405200,2185.09,-9464.69
47.430152,2082.01,-9327.12
47.455100,1995.83,-9184.69
47.480048,1920.28,-9048.79
47.505000,1865.90,-8930.56
47.529952,1788.78,-8762.12
47.554900,1745.75,-8667.45
47.579848,1685.80,-8523.36
47.604800,1638.56,-8418.00
47.629752,1589.38,-8298.25
47.654700,1539.14,-8178.62
47.679648,1502.91,-8086.49
47.704600,1453.30,-7962.33
