f,r,x
3.218750,792.26,1127.54
3.243700,792.26,1136.10
3.268650,795.64,1147.06
3.293600,797.13,1156.59
3.318550,798.76,1167.07
3.343500,800.95,1176.82
3.368450,802.88,1186.59
3.393400,803.94,1196.21
3.418350,806.92,1207.16
3.443300,807.39,1216.87
3.468250,809.81,1226.36
3.493200,812.02,1237.05
3.518150,813.80,1247.39
3.543100,815.51,1257.34
3.568050,817.62,1267.59
3.593000,820.41,1278.10
3.617950,821.51,1288.04
3.642900,824.09,1297.95
3.667850,826.59,1309.65
3.692800,828.82,1319.13
3.717750,830.58,1330.30
3.742700,833.44,1340.05
3.767650,835.28,1350.93
3.792600,836.59,1361.31
3.817550,839.67,1372.75
3.842500,841.71,1382.74
3.867450,844.72,1393.20
3.892400,846.70,1404.01
3.917350,849.14,1414.38
3.942300,851.51,1425.42
3.967250,852.86,1437.37
3.992200,856.26,1447.49
4.017150,858.90,1458.46
4.042100,860.55,1470.34
4.067050,863.41,1481.15
4.092000,866.12,1490.47
4.116950,868.28,1502.71
4.141900,871.13,1514.59
4.166850,874.12,1524.06
4.191800,875.93,1535.36
4.216750,878.48,1547.40
4.241700,881.40,1558.95
4.266650,884.18,1569.33
4.291600,886.40,1581.38
4.316550,888.71,1592.73
4.341500,891.68,1604.08
4.366450,894.59,1615.30
4.391400,897.49,1627.92
4.416350,900.27,1637.83
4.441300,903.38,1649.84
4.466250,906.54,1661.12
4.491200,909.09,1673.67
4.516150,911.92,1684.58
4.541100,914.89,1697.28
4.566050,918.45,1708.97
4.591000,920.91,1719.69
4.615950,924.63,1733.74
4.640900,927.60,1745.50
4.665850,930.76,1757.11
4.690800,933.22,1769.18
4.715750,937.07,1781.43
4.740700,939.66,1793.99
4.765650,944.36,1806.17
4.790600,946.95,1817.80
4.815550,950.02,1830.68
4.840500,954.30,1844.25
4.865450,957.24,1854.94
4.890400,961.27,1868.62
4.915350,963.03,1882.28
4.940300,968.27,1894.63
4.965250,971.75,1906.09
4.990200,974.59,1919.99
5.015150,978.72,1932.61
5.040100,982.28,1946.19
5.065050,987.65,1959.52
5.090000,989.51,1971.64
5.114950,994.43,1986.09
5.139900,998.68,1998.26
5.164850,1001.53,2012.19
5.189800,1006.44,2024.43
5.214750,1009.54,2038.05
5.239700,1014.92,2052.19
5.264650,1018.62,2065.13
5.289600,1022.20,2079.68
5.314550,1026.29,2092.16
5.339500,1030.49,2107.12
5.364450,1035.57,2120.95
5.389400,1040.72,2133.93
5.414350,1043.38,2149.25
5.439300,1049.86,2161.75
5.464250,1052.41,2176.98
5.489200,1057.16,2191.13
5.514150,1061.76,2204.87
5.539100,1065.85,2218.85
5.564050,1072.09,2233.23
5.589000,1075.40,2248.92
5.613950,1081.05,2263.10
5.638900,1084.43,2279.48
5.663850,1091.13,2293.45
5.688800,1094.12,2306.78
5.713750,1100.13,2322.58
5.738700,1105.64,2339.48
5.763650,1112.90,2352.36
5.788600,1117.71,2367.23
5.813550,1120.86,2385.94
5.838500,1127.98,2398.79
5.863450,1134.54,2414.87
5.888400,1137.67,2431.78
5.913350,1143.60,2446.59
5.938300,1149.91,2462.47
5.963250,1155.47,2477.84
5.988200,1160.51,2494.23
6.013150,1165.83,2509.72
6.038100,1173.07,2525.79
6.063050,1178.88,2541.83
6.088000,1183.57,2558.79
6.112950,1191.20,2573.68
6.137900,1197.09,2591.33
6.162850,1201.81,2606.83
6.187800,1209.26,2623.82
6.212750,1214.54,2638.01
6.237700,1219.76,2657.24
6.262650,1226.66,2673.26
6.287600,1234.51,2693.00
6.312550,1238.90,2706.20
6.337500,1247.31,2725.73
6.362450,1253.89,2741.65
6.387400,1261.12,2756.80
6.412350,1266.18,2776.18
6.437300,1275.12,2792.85
6.462250,1281.19,2810.77
6.487200,1289.17,2828.76
6.512150,1294.53,2848.66
6.537100,1302.35,2865.63
6.562050,1309.84,2882.70
6.587000,1316.28,2900.83
6.611950,1327.02,2919.94
6.636900,1332.33,2940.79
6.661850,1343.37,2958.71
6.686800,1347.66,2977.90
6.711750,1358.01,2996.21
6.736700,1365.99,3013.88
6.761650,1375.66,3034.23
6.786600,1381.52,3052.52
6.811550,1389.93,3074.76
6.836500,1400.41,3093.22
6.861450,1407.74,3113.40
6.886400,1417.12,3133.08
6.911350,1425.79,3153.25
6.936300,1435.29,3173.90
6.961250,1443.75,3191.12
6.986200,1456.50,3214.53
7.011150,1462.15,3235.75
7.036100,1473.29,3256.83
7.061050,1481.58,3278.90
7.086000,1492.93,3296.22
7.110950,1503.82,3320.60
7.135900,1513.41,3343.16
7.160850,1525.28,3363.07
7.185800,1536.10,3385.53
7.210750,1540.42,3405.27
7.235700,1554.52,3431.28
7.260650,1565.25,3450.67
7.285600,1577.63,3475.92
7.310550,1587.85,3500.29
7.335500,1602.29,3523.23
7.360450,1613.20,3543.19
7.385400,1626.61,3567.67
7.410350,1638.56,3593.23
7.435300,1648.11,3613.05
7.460250,1664.35,3638.28
7.485200,1671.81,3668.03
7.510150,1685.35,3689.40
7.535100,1696.95,3710.76
7.560050,1713.68,3733.59
7.585000,1727.87,3765.64
7.609950,1740.24,3783.99
7.634900,1752.00,3811.60
7.659850,1768.41,3838.92
7.684800,1777.32,3864.43
7.709750,1794.86,3887.07
7.734700,1809.96,3914.51
7.759650,1825.15,3942.74
7.784600,1841.04,3966.67
7.809550,1850.83,3994.18
7.834500,1870.38,4023.92
7.859450,1880.61,4051.56
7.884400,1905.75,4074.74
7.909350,1912.95,4099.45
7.934300,1935.47,4133.67
7.959250,1954.00,4160.72
7.984200,1970.45,4187.96
8.009150,1985.25,4214.97
8.034100,2002.37,4245.73
8.059050,2025.80,4270.87
8.084000,2071.75,4306.79
8.108950,2056.06,4339.05
8.133900,2076.79,4363.93
8.158850,2098.70,4388.39
8.183800,2120.32,4422.10
8.208750,2140.12,4453.32
8.233700,2150.91,4483.66
8.258650,2173.49,4521.99
8.283600,2202.95,4549.28
8.308550,2217.68,4580.07
8.333500,2236.39,4616.02
8.358450,2261.86,4647.67
8.383400,2284.90,4678.58
8.408350,2309.52,4706.68
8.433300,2328.44,4745.52
8.458250,2354.00,4785.48
8.483200,2380.26,4817.15
8.508150,2396.88,4849.38
8.533100,2429.49,4881.39
8.558050,2457.15,4916.71
8.583000,2482.20,4954.91
8.607950,2506.35,4987.90
8.632900,2529.54,5026.56
8.657850,2563.30,5053.23
8.682800,2588.73,5098.08
8.707750,2611.05,5134.86
8.732700,2633.30,5174.06
8.757650,2672.33,5205.20
8.782600,2701.60,5240.60
8.807550,2729.05,5286.13
8.832500,2761.28,5328.97
8.857450,2790.87,5369.82
8.882400,2828.72,5399.66
8.907350,2853.77,5438.41
8.932300,2890.70,5482.57
8.957250,2928.90,5521.02
8.982200,2958.46,5568.26
9.007150,2994.23,5596.46
9.032100,3027.70,5640.38
9.057050,3066.46,5680.20
9.082000,3107.97,5727.56
9.106950,3140.17,5768.23
9.131900,3190.00,5805.09
9.156850,3205.35,5857.79
9.181800,3278.15,5907.30
9.206750,3310.26,5946.08
9.231700,3344.41,5994.19
9.256650,3397.53,6044.02
9.281600,3442.17,6085.30
9.306550,3490.99,6128.18
9.331500,3525.22,6176.00
9.356450,3573.36,6230.31
9.381400,3634.08,6281.31
9.406350,3682.78,6330.49
9.431300,3728.08,6373.21
9.456250,3785.75,6413.09
9.481200,3842.39,6466.73
9.506150,3877.81,6517.11
9.531100,3944.07,6567.71
9.556050,4006.10,6616.51
9.581000,4077.67,6657.15
9.605950,4118.10,6710.37
9.630900,4201.62,6761.71
9.655850,4244.40,6801.31
9.680800,4314.89,6876.17
9.705750,4376.65,6899.65
9.730700,4447.38,6953.17
9.755650,4503.25,7018.95
9.780600,4567.53,7076.28
9.805550,4648.59,7116.94
9.830500,4700.76,7167.31
9.855450,4799.19,7227.04
9.880400,4867.05,7276.37
9.905350,4941.82,7338.31
9.930300,5036.97,7411.33
9.955250,5094.68,7466.11
9.980200,5202.73,7503.48
10.005150,5267.78,7553.03
10.030100,5365.78,7611.87
10.055050,5460.66,7664.00
10.080000,5577.06,7734.76
10.104950,5653.34,7777.35
10.129900,5749.18,7850.81
10.154850,5867.87,7911.90
10.179800,5971.04,7956.50
10.204750,6073.54,8010.53
10.229700,6174.98,8096.30
10.254650,6320.32,8110.02
10.279600,6458.28,8192.20
10.304550,6546.53,8240.76
10.329500,6679.39,8276.23
10.354450,6808.70,8348.23
10.379400,6931.19,8433.21
10.404350,7090.35,8489.25
10.429300,7224.22,8516.03
10.454250,7375.35,8576.69
10.479200,7516.54,8651.86
10.504150,7678.23,8695.29
10.529100,7821.87,8715.21
10.554050,7975.64,8774.63
10.579000,8155.39,8853.94
10.603950,8284.60,8847.48
10.628900,8463.69,8880.68
10.653850,8608.97,8963.48
10.678800,8834.86,8976.83
10.703750,9004.02,9032.09
10.728700,9218.68,9013.91
10.753650,9389.80,9114.16
10.778600,9584.24,9076.00
10.803550,9826.98,9125.61
10.828500,10000.00,9146.59
10.853450,10000.00,9186.83
10.878400,10000.00,9205.87
10.903350,10000.00,9154.04
10.928300,10000.00,9176.19
10.953250,10000.00,9162.97
10.978200,10000.00,9190.68
11.003150,10000.00,9121.83
11.028100,10000.00,9110.47
11.053050,10000.00,9101.55
11.078000,10000.00,9017.64
11.102950,10000.00,8981.64
11.127900,10000.00,8959.23
11.152850,10000.00,8849.77
11.177800,10000.00,8858.89
11.202750,10000.00,8773.58
11.227700,10000.00,8685.57
11.252650,10000.00,8517.85
11.277600,10000.00,8454.83
11.302550,10000.00,8293.00
11.327500,10000.00,8199.45
11.352450,10000.00,8086.81
11.377400,10000.00,7971.91
11.402350,10000.00,7768.92
11.427300,10000.00,7528.89
11.452250,10000.00,7364.71
11.477200,10000.00,7100.89
11.502150,10000.00,6906.55
11.527100,10000.00,6642.35
11.552050,10000.00,6444.26
11.577000,10000.00,6121.15
11.601950,10000.00,5852.64
11.626900,10000.00,5548.94
11.651850,10000.00,5272.05
11.676800,10000.00,4889.53
11.701750,10000.00,4594.38
11.726700,10000.00,4159.39
11.751650,10000.00,3713.79
11.776600,10000.00,3304.06
11.801550,10000.00,3008.58
11.826500,10000.00,2459.62
11.851450,10000.00,2071.44
11.876400,10000.00,1573.35
11.901350,10000.00,1059.77
11.926300,10000.00,648.81
11.951250,10000.00,170.08
11.976200,10000.00,-317.49
12.001150,10000.00,-835.15
12.026100,10000.00,-1326.98
12.051050,10000.00,-1800.75
12.076000,10000.00,-2372.88
12.100950,10000.00,-2877.27
12.125900,10000.00,-3336.35
12.150850,10000.00,-3897.79
12.175800,10000.00,-4375.03
12.200750,10000.00,-4902.64
12.225700,10000.00,-5445.81
12.250650,10000.00,-5801.66
12.275600,10000.00,-6333.06
12.300550,10000.00,-6724.46
12.325500,10000.00,-7125.69
12.350450,10000.00,-7528.74
12.375400,10000.00,-7919.60
12.400350,10000.00,-8198.73
12.425300,10000.00,-8563.62
12.450250,10000.00,-8988.41
12.475200,10000.00,-9238.57
12.500150,10000.00,-9477.93
12.525100,10000.00,-9742.24
12.550050,10000.00,-10000.00
12.575000,10000.00,-10000.00
12.599950,10000.00,-10000.00
12.624900,10000.00,-10000.00
12.649850,10000.00,-10000.00
12.674800,10000.00,-10000.00
12.699750,10000.00,-10000.00
12.724700,10000.00,-10000.00
12.749650,10000.00,-10000.00
12.774600,10000.00,-10000.00
12.799550,10000.00,-10000.00
12.824500,10000.00,-10000.00
12.849450,10000.00,-10000.00
12.874400,10000.00,-10000.00
12.899350,10000.00,-10000.00
12.924300,10000.00,-10000.00
12.949250,10000.00,-10000.00
12.974200,10000.00,-10000.00
12.999150,10000.00,-10000.00
13.024100,10000.00,-10000.00
13.049050,10000.00,-10000.00
13.074000,10000.00,-10000.00
13.098950,9823.80,-10000.00
13.123900,9544.53,-10000.00
13.148850,9307.76,-10000.00
13.173800,9080.99,-10000.00
13.198750,8859.45,-10000.00
13.223700,8614.81,-10000.00
13.248650,8422.81,-10000.00
13.273600,8237.54,-10000.00
13.298550,8035.26,-10000.00
13.323500,7795.13,-10000.00
13.348450,7614.06,-10000.00
13.373400,7359.47,-10000.00
13.398350,7224.88,-10000.00
13.423300,7026.67,-10000.00
13.448250,6878.08,-10000.00
13.473200,6683.03,-10000.00
13.498150,6567.65,-10000.00
13.523100,6367.73,-10000.00
13.548050,6259.75,-10000.00
13.573000,6084.81,-10000.00
13.597950,5928.40,-10000.00
13.622900,5830.27,-10000.00
13.647850,5671.94,-10000.00
13.672800,5542.94,-10000.00
13.697750,5437.35,-10000.00
13.722700,5290.20,-10000.00
13.747650,5180.79,-10000.00
13.772600,5061.16,-10000.00
13.797550,4994.36,-9966.78
13.822500,4856.06,-9921.85
13.847450,4730.39,-9845.01
13.872400,4650.28,-9789.40
13.897350,4611.47,-9712.05
13.922300,4474.70,-9631.21
13.947250,4379.24,-9567.05
13.972200,4296.61,-9507.92
13.997150,4210.18,-9400.39
14.022100,4129.85,-9368.81
14.047050,4045.36,-9284.74
14.072000,3962.49,-9207.13
14.096950,3874.21,-9135.31
14.121900,3813.25,-9062.78
14.146850,3732.42,-8995.33
14.171800,3662.87,-8949.25
14.196750,3582.35,-8869.65
14.221700,3509.88,-8803.47
14.246650,3457.71,-8730.92
14.271600,3372.65,-8678.18
14.296550,3288.18,-8623.16
14.321500,3244.04,-8542.22
14.346450,3165.57,-8472.00
14.371400,3107.88,-8421.89
14.396350,3061.97,-8369.70
14.421300,3000.43,-8300.84
14.446250,2941.69,-8253.39
14.471200,2877.92,-8186.56
14.496150,2846.49,-8123.59
14.521100,2789.34,-8028.77
14.546050,2729.44,-7986.67
14.571000,2668.72,-7943.21
14.595950,2647.86,-7878.60
14.620900,2578.96,-7793.62
14.645850,2531.05,-7756.49
14.670800,2485.80,-7703.92
14.695750,2434.88,-7650.21
14.720700,2427.46,-7575.83
14.745650,2350.27,-7523.81
14.770600,2328.48,-7476.48
14.795550,2286.64,-7406.17
14.820500,2247.78,-7362.29
14.845450,2207.79,-7305.94
14.870400,2163.35,-7271.38
14.895350,2119.99,-7212.71
14.920300,2104.99,-7158.68
14.945250,2046.39,-7130.12
14.970200,2030.17,-7053.90
14.995150,1986.17,-7010.18
15.020100,1949.74,-6953.58
15.045050,1925.87,-6915.48
15.070000,1887.74,-6864.96
15.094950,1859.52,-6808.63
15.119900,1828.27,-6764.80
15.144850,1792.41,-6707.34
15.169800,1767.49,-6671.33
15.194750,1743.46,-6619.83
15.219700,1718.96,-6582.54
15.244650,1690.83,-6528.35
15.269600,1657.67,-6485.83
15.294550,1640.08,-6452.86
15.319500,1618.06,-6411.72
15.344450,1587.39,-6368.65
15.369400,1562.92,-6329.03
15.394350,1535.30,-6283.25
15.419300,1520.43,-6232.65
15.444250,1482.81,-6194.94
15.469200,1465.17,-6142.81
15.494150,1442.01,-6102.78
15.519100,1421.41,-6066.50
15.544050,1399.35,-6030.23
15.569000,1384.19,-5995.36
15.593950,1358.41,-5954.69
15.618900,1342.52,-5913.83
15.643850,1322.13,-5873.53
15.668800,1308.76,-5840.98
15.693750,1278.58,-5794.64
15.718700,1270.18,-5764.66
15.743650,1251.95,-5729.10
15.768600,1228.63,-5693.94
15.793550,1214.75,-5654.69
15.818500,1197.55,-5612.70
15.843450,1185.22,-5578.59
15.868400,1163.08,-5554.50
15.893350,1148.22,-5515.52
15.918300,1132.63,-5475.54
15.943250,1121.15,-5442.38
15.968200,1105.76,-5411.13
15.993150,1095.68,-5373.93
16.018100,1079.44,-5347.49
16.043050,1061.97,-5308.05
16.068000,1050.50,-5273.53
16.092950,1041.23,-5236.11
16.117900,1022.89,-5210.47
16.142850,1012.63,-5176.64
16.167800,1001.14,-5138.97
16.192750,984.92,-5103.30
16.217700,980.07,-5082.97
16.242650,963.80,-5046.77
16.267600,954.72,-5014.94
16.292550,942.02,-4990.70
16.317500,926.83,-4958.13
16.342450,921.16,-4926.18
16.367400,906.02,-4888.62
16.392350,899.90,-4859.24
16.417300,886.73,-4833.97
16.442250,878.94,-4806.42
16.467200,871.07,-4773.39
16.492150,855.92,-4749.97
16.517100,855.08,-4713.55
16.542050,840.37,-4695.33
16.567000,829.22,-4661.66
16.591950,818.22,-4638.98
16.616900,815.62,-4606.33
16.641850,799.53,-4579.22
16.666800,790.85,-4554.02
16.691750,782.05,-4528.53
16.716700,773.62,-4501.24
16.741650,770.56,-4473.54
16.766600,755.08,-4451.76
16.791550,752.36,-4415.21
16.816500,741.36,-4395.78
16.841450,733.45,-4373.11
16.866400,723.72,-4344.07
16.891350,719.78,-4316.86
16.916300,704.95,-4296.30
16.941250,706.21,-4270.52
16.966200,691.06,-4247.49
16.991150,689.26,-4221.73
17.016100,682.55,-4197.26
17.041050,675.60,-4173.63
17.066000,666.87,-4147.84
17.090950,660.92,-4121.36
17.115900,652.43,-4100.90
17.140850,646.71,-4079.01
17.165800,642.81,-4054.03
17.190750,631.48,-4028.39
17.215700,626.68,-4007.45
17.240650,623.17,-3986.61
17.265600,613.64,-3959.66
17.290550,603.07,-3935.72
17.315500,602.72,-3914.28
17.340450,594.38,-3891.88
17.365400,592.94,-3870.41
17.390350,584.66,-3847.55
17.415300,579.59,-3824.88
17.440250,572.94,-3801.58
17.465200,568.10,-3779.51
17.490150,563.87,-3759.65
17.515100,558.08,-3738.18
17.540050,551.40,-3715.27
17.565000,544.32,-3694.06
17.589950,545.28,-3676.11
17.614900,538.17,-3651.79
17.639850,527.51,-3627.97
17.664800,524.81,-3615.09
17.689750,523.15,-3588.23
17.714700,518.01,-3568.09
17.739650,510.60,-3548.55
17.764600,513.82,-3523.84
17.789550,502.41,-3506.17
17.814500,495.45,-3486.12
17.839450,492.78,-3466.60
17.864400,493.74,-3448.49
17.889350,485.87,-3428.38
17.914300,478.21,-3408.13
17.939250,477.46,-3388.23
17.964200,471.05,-3368.50
17.989150,467.41,-3347.52
18.014100,463.52,-3327.16
18.039050,463.50,-3310.11
18.064000,454.06,-3289.62
18.088950,450.34,-3271.80
18.113900,448.89,-3250.41
18.138850,444.63,-3232.37
18.163800,441.84,-3212.82
18.188750,438.23,-3195.45
18.213700,432.49,-3175.88
18.238650,427.95,-3160.08
18.263600,426.75,-3139.20
18.288550,421.51,-3119.38
18.313500,419.10,-3103.14
18.338450,416.35,-3084.70
18.363400,412.23,-3066.20
18.388350,410.15,-3045.59
18.413300,405.20,-3026.27
18.438250,401.91,-3006.68
18.463200,399.68,-2989.80
18.488150,395.73,-2969.73
18.513100,392.98,-2951.77
18.538050,390.72,-2933.23
18.563000,386.13,-2914.37
18.587950,384.56,-2899.29
18.612900,379.77,-2881.37
18.637850,378.24,-2862.69
18.662800,376.66,-2842.84
18.687750,371.18,-2824.73
18.712700,369.01,-2808.05
18.737650,367.27,-2789.50
18.762600,365.06,-2772.54
18.787550,363.25,-2755.06
18.812500,359.71,-2738.89
18.837450,356.34,-2718.67
18.862400,354.53,-2701.59
18.887350,351.85,-2683.40
18.912300,350.49,-2666.77
18.937250,346.83,-2647.31
18.962200,346.44,-2628.98
18.987150,342.00,-2613.30
19.012100,341.62,-2596.10
19.037050,338.68,-2577.33
19.062000,337.83,-2562.32
19.086950,335.49,-2543.75
19.111900,333.03,-2528.56
19.136850,331.02,-2509.15
19.161800,329.94,-2491.28
19.186750,329.12,-2472.70
19.211700,327.09,-2453.53
19.236650,324.24,-2435.46
19.261600,324.51,-2417.73
19.286550,321.82,-2399.87
19.311500,318.93,-2378.45
19.336450,318.98,-2360.00
19.361400,317.82,-2341.99
19.386350,316.96,-2322.68
19.411300,315.63,-2304.02
19.436250,313.69,-2284.36
19.461200,311.44,-2266.91
19.486150,308.90,-2248.97
19.511100,308.87,-2233.06
19.536050,306.99,-2215.50
19.561000,305.29,-2199.98
19.585950,304.66,-2182.76
19.610900,301.73,-2166.64
19.635850,300.06,-2150.96
19.660800,297.88,-2133.64
19.685750,296.89,-2117.68
19.710700,294.81,-2099.65
19.735650,294.17,-2083.67
19.760600,292.13,-2066.41
19.785550,290.78,-2048.74
19.810500,289.12,-2032.14
19.835450,287.48,-2015.23
19.860400,286.42,-1997.90
19.885350,284.31,-1980.05
19.910300,282.56,-1962.61
19.935250,281.89,-1945.25
19.960200,280.31,-1926.50
19.985150,279.34,-1908.37
20.010100,278.24,-1889.78
20.035050,277.23,-1871.56
20.060000,276.54,-1852.86
20.084950,275.77,-1835.04
20.109900,273.84,-1816.11
20.134850,274.03,-1797.82
20.159800,272.87,-1778.53
20.184750,272.42,-1759.41
20.209700,271.60,-1739.67
20.234650,271.78,-1720.77
20.259600,271.56,-1701.74
20.284550,271.02,-1682.99
20.309500,270.55,-1662.72
20.334450,270.74,-1643.84
20.359400,271.31,-1624.66
20.384350,271.28,-1604.90
20.409300,271.84,-1584.84
20.434250,271.36,-1565.64
20.459200,271.93,-1546.65
20.484150,272.70,-1526.58
20.509100,273.62,-1507.11
20.534050,273.67,-1487.38
20.559000,274.69,-1466.90
20.583950,275.83,-1446.55
20.608900,276.48,-1426.30
20.633850,277.43,-1406.11
20.658800,278.89,-1386.21
20.683750,280.14,-1364.75
20.708700,280.78,-1343.73
20.733650,281.64,-1322.78
20.758600,283.37,-1302.09
20.783550,284.58,-1280.39
20.808500,285.80,-1258.69
20.833450,287.22,-1236.72
20.858400,288.53,-1214.28
20.883350,290.23,-1192.19
20.908300,291.73,-1169.55
20.933250,293.97,-1147.28
20.958200,295.34,-1123.90
20.983150,297.18,-1101.51
21.008100,299.01,-1077.64
21.033050,301.32,-1054.08
21.058000,303.94,-1030.03
21.082950,306.06,-1005.82
21.107900,308.70,-981.52
21.132850,311.37,-956.33
21.157800,313.96,-931.07
21.182750,317.02,-906.48
21.207700,320.47,-880.36
21.232650,323.98,-854.56
21.257600,327.50,-828.46
21.282550,331.27,-802.21
21.307500,335.56,-775.02
21.332450,339.45,-747.91
21.357400,343.54,-720.73
21.382350,348.29,-692.75
21.407300,352.91,-664.61
21.432250,358.05,-635.77
21.457200,363.66,-606.17
21.482150,369.39,-576.52
21.507100,375.52,-545.80
21.532050,381.92,-514.22
21.557000,388.46,-482.48
21.581950,395.74,-450.54
21.606900,402.36,-417.45
21.631850,410.48,-383.93
21.656800,417.76,-349.87
21.681750,425.99,-315.20
21.706700,434.35,-280.13
21.731650,443.22,-244.43
21.756600,452.80,-208.10
21.781550,462.44,-170.95
21.806500,472.24,-133.58
21.831450,482.89,-95.61
21.856400,493.84,-56.94
21.881350,505.08,-17.82
21.906300,516.34,21.80
21.931250,528.48,62.50
21.956200,542.11,103.62
21.981150,556.13,146.13
22.006100,570.66,190.24
22.031050,586.24,235.56
22.056000,603.04,280.64
22.080950,620.42,328.37
22.105900,640.25,376.52
22.130850,660.41,426.87
22.155800,682.25,479.06
22.180750,705.03,530.78
22.205700,729.18,584.79
22.230650,755.79,639.71
22.255600,783.63,696.25
22.280550,813.36,753.49
22.305500,846.21,813.70
22.330450,880.00,875.11
22.355400,917.95,938.25
22.380350,958.07,1002.28
22.405300,999.42,1069.41
22.430250,1045.63,1136.37
22.455200,1095.22,1206.21
22.480150,1148.00,1275.75
22.505100,1204.18,1347.99
22.530050,1264.58,1422.26
22.555000,1326.62,1495.66
22.579950,1393.83,1570.86
22.604900,1468.66,1646.86
22.629850,1545.86,1724.16
22.654800,1628.51,1800.92
22.679750,1717.26,1880.00
22.704700,1812.56,1959.50
22.729650,1912.35,2033.10
22.754600,2020.01,2114.62
22.779550,2144.37,2191.59
22.804500,2266.33,2265.15
22.829450,2399.67,2339.41
22.854400,2543.86,2415.91
22.879350,2703.13,2485.23
22.904300,2870.98,2550.39
22.929250,3051.87,2606.89
22.954200,3241.16,2666.64
22.979150,3440.16,2706.02
23.004100,3659.01,2745.37
23.029050,3891.65,2767.25
23.054000,4138.58,2777.23
23.078950,4398.30,2765.78
23.103900,4668.92,2746.25
23.128850,4935.46,2698.17
23.153800,5229.08,2623.24
23.178750,5515.70,2531.31
23.203700,5814.42,2407.07
23.228650,6101.72,2246.39
23.253600,6388.42,2051.38
23.278550,6670.33,1852.03
23.303500,6940.48,1600.98
23.328450,7167.42,1309.57
23.353400,7408.02,1007.52
23.378350,7592.39,667.24
23.403300,7740.46,330.60
23.428250,7857.14,-66.08
23.453200,7929.99,-430.50
23.478150,7975.46,-816.54
23.503100,7979.10,-1188.74
23.528050,7946.42,-1570.84
23.553000,7893.33,-1930.14
23.577950,7806.99,-2272.76
23.602900,7694.46,-2591.99
23.627850,7519.92,-2899.19
23.652800,7367.92,-3184.50
23.677750,7174.83,-3452.26
